typeModification : MODIFICATION/CREATION/SUPPRESSION;id ROP;reference ROP;fibre HS;motif si HS;PTO a creer (oui/non, a preciser en cas de creation de ROP);reference bandeau;reference PTO;statut PTO;type prise;reference prise promoteur;reference logement;id immeuble;reference batiment;reference escalier;reference etage;id PBO;reference PBO;reference cable PBO;couleur tube PBO;couleur fibre PBO;numero fibre tube PBO;numero port PTO;reference PM;reference PMT;localisation PMT;reference cable PM;couleur tube PM;couleur fibre PM;usage operateur;reference module PM;position module PM;client actif
;220023;[BE-SRO-BPI-7674981-SC-10512198-04][BI-10-RUE-CLAUDINE-GUERIN-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Rouge][Rouge];Non;;;;ZM-1676-2845;CONSTRUITE;FTTH;;;ID-7668100005QD;BATIMENT-6;ESCALIER-A;ETAGE-03;20971;BE-SRO-BPI-7674981-SC-10512198-04;BI-10-RUE-CLAUDINE-GUERIN-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Rouge;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Rose-Bague;Bleu;partage;B2-T6-MODULE-F;14;Non
;233503;[BE-SRO-BPI-7674981-SC-10512198-04][BI-10-RUE-CLAUDINE-GUERIN-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Rouge][Jaune];Non;;;;;;;;;;;;;20971;BE-SRO-BPI-7674981-SC-10512198-04;BI-10-RUE-CLAUDINE-GUERIN-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Rouge;Jaune;4;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Rose-Bague;Violet;partage;B2-T6-MODULE-F;16;Non
;241582;[BE-SRO-BPI-7674981-SC-10512198-04][BI-10-RUE-CLAUDINE-GUERIN-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Rouge][Vert];Non;;;;ZM-1012-4411;CONSTRUITE;FTTH;;;ID-7668100005QD;BATIMENT-6;ESCALIER-A;ETAGE-04;20971;BE-SRO-BPI-7674981-SC-10512198-04;BI-10-RUE-CLAUDINE-GUERIN-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Rouge;Vert;3;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Rose-Bague;Jaune;partage;B2-T6-MODULE-F;23;Non
;214319;[BE-SRO-BPI-7674981-SC-10771077-01][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Bleu][Rouge];Non;;;;ZM-1162-4426;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-01;16643;BE-SRO-BPI-7674981-SC-10771077-01;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Bleu;Rouge;7;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Orange;partage;B2-T7-MODULE-E;7;Oui
;215230;[BE-SRO-BPI-7674981-SC-10771077-01][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Vert];Non;;;;ZM-1162-4448;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-01;16643;BE-SRO-BPI-7674981-SC-10771077-01;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Vert;3;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Vert;partage;B2-T7-MODULE-E;3;Oui
;220406;[BE-SRO-BPI-7674981-SC-10771077-01][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Rouge];Non;;;;ZM-1162-4503;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-02;16643;BE-SRO-BPI-7674981-SC-10771077-01;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Rouge;partage;B2-T7-MODULE-E;1;Oui
;234735;[BE-SRO-BPI-7674981-SC-10771077-01][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Jaune];Non;;;;ZM-B392-0907;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-01;16643;BE-SRO-BPI-7674981-SC-10771077-01;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Jaune;4;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Jaune;partage;B2-T7-MODULE-E;4;Oui
;236315;[BE-SRO-BPI-7674981-SC-10771077-01][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Bleu];Non;;;;;;;;;;;;;16643;BE-SRO-BPI-7674981-SC-10771077-01;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Bleu;2;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Bleu;partage;B2-T7-MODULE-E;2;Non
;238947;[BE-SRO-BPI-7674981-SC-10771077-01][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Bleu][Bleu];Non;;;;ZM-1162-4492;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-02;16643;BE-SRO-BPI-7674981-SC-10771077-01;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Bleu;Bleu;8;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Gris;partage;B2-T7-MODULE-E;8;Oui
;241347;[BE-SRO-BPI-7674981-SC-10771077-01][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Bleu][Vert];Non;;;;ZM-1162-4514;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-02;16643;BE-SRO-BPI-7674981-SC-10771077-01;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Bleu;Vert;9;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Marron;partage;B2-T7-MODULE-E;9;Oui
;976811;[BE-SRO-BPI-7674981-SC-10771077-01][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Blanc];Non;;;;ZM-1010-5887;CONSTRUITE;FTTH;;;ID-7668100005J3;BATIMENT-12;ESCALIER-A;ETAGE-02;16643;BE-SRO-BPI-7674981-SC-10771077-01;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Blanc;6;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Blanc;partage;B2-T7-MODULE-E;6;Non
;5234880;[BE-SRO-BPI-7674981-SC-10771077-01][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Violet];Non;;;;ZM-B345-4254;CONSTRUITE;FTTH;;;ID-7668100007CO;HABITATION;HABITATION;HABITATION;16643;BE-SRO-BPI-7674981-SC-10771077-01;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Violet;5;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Violet;partage;B2-T7-MODULE-E;5;Non
;230670;[BE-SRO-BPI-7674981-SC-10771077-02][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Vert][Blanc];Non;;;;ZM-1162-4580;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-04;16644;BE-SRO-BPI-7674981-SC-10771077-02;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Vert;Blanc;6;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Vert Pale-2Bagues;Vert;partage;B2-T7-MODULE-E;15;Oui
;236725;[BE-SRO-BPI-7674981-SC-10771077-02][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Vert][Bleu];Non;;;;ZM-1162-4536;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-03;16644;BE-SRO-BPI-7674981-SC-10771077-02;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Vert;Bleu;2;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Turquoise;partage;B2-T7-MODULE-E;11;Oui
;237076;[BE-SRO-BPI-7674981-SC-10771077-02][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Vert][Rouge];Non;;;;ZM-1162-4525;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-03;16644;BE-SRO-BPI-7674981-SC-10771077-02;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Vert;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Noir;partage;B2-T7-MODULE-E;10;Non
;237083;[BE-SRO-BPI-7674981-SC-10771077-02][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Vert][Vert];Non;;;;;;;;;;;;;16644;BE-SRO-BPI-7674981-SC-10771077-02;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Vert;Vert;3;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Marron-2Bagues;Rose;partage;B2-T7-MODULE-E;12;Non
;2569492;[BE-SRO-BPI-7674981-SC-10771077-02][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Vert][Jaune];Non;;;;ZM-0648-1739;CONSTRUITE;FTTH;;;ID-7668100005DW;BATIMENT-5;ESCALIER-A;ETAGE-04;16644;BE-SRO-BPI-7674981-SC-10771077-02;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Vert;Jaune;4;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Vert Pale-2Bagues;Rouge;partage;B2-T7-MODULE-E;13;Non
;5789335;[BE-SRO-BPI-7674981-SC-10771077-02][BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN][Vert][Violet];Non;;;;ZM-0656-1203;CONSTRUITE;FTTH;;;ID-7668100005DL;BATIMENT-5;ESCALIER-A;ETAGE-04;16644;BE-SRO-BPI-7674981-SC-10771077-02;BI-5-CLAUDINE-GUERIN-1 / BE-01-02 / SOTTEVILLE-LES-ROUEN;Vert;Violet;5;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Vert Pale-2Bagues;Bleu;partage;B2-T7-MODULE-E;14;Non
;211782;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Bleu][Vert];Non;;;;ZM-B370-3250;CONSTRUITE;FTTH;;;ID-7668100005J6;BATIMENT-9;ESCALIER-B;ETAGE-02;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Bleu;Vert;9;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Marron;partage;B2-T6-MODULE-C;21;Oui
;220015;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Bleu][Rouge];Non;;;;;;;;;;;;;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Bleu;Rouge;7;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Orange;partage;B2-T6-MODULE-C;19;Non
;230659;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Rouge][Violet];Non;;;;ZM-1452-3542;CONSTRUITE;FTTH;;;ID-7668100005J6;BATIMENT-9;ESCALIER-B;ETAGE-02;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Rouge;Violet;5;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Violet;partage;B2-T6-MODULE-C;17;Oui
;236321;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Rouge][Bleu];Non;;;;;;;;;;;;;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Rouge;Bleu;2;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Bleu;partage;B2-T6-MODULE-C;14;Non
;236329;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Bleu][Jaune];Non;;;;;;;;;;;;;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Bleu;Jaune;10;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Noir;partage;B2-T6-MODULE-C;22;Non
;236717;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Bleu][Blanc];Non;;;;ZM-1452-3553;CONSTRUITE;FTTH;;;ID-7668100005J6;BATIMENT-9;ESCALIER-B;ETAGE-02;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Bleu;Blanc;12;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Rose;partage;B2-T6-MODULE-C;24;Oui
;238939;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Rouge][Rouge];Non;;;;ZM-1452-3432;CONSTRUITE;FTTH;;;ID-7668100005J6;BATIMENT-9;ESCALIER-B;ETAGE-01;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Rouge;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Rouge;partage;B2-T6-MODULE-C;13;Oui
;241590;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Rouge][Jaune];Non;;;;ZM-1012-4422;CONSTRUITE;FTTH;;;ID-7668100005J6;BATIMENT-9;ESCALIER-B;ETAGE-02;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Rouge;Jaune;4;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Jaune;partage;B2-T6-MODULE-C;16;Non
;3446610;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Bleu][Bleu];Non;;;;;;;;;;;;;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Bleu;Bleu;8;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Gris;partage;B2-T6-MODULE-C;20;Non
;3751714;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Bleu][Violet];Non;;;;;;;;;;;;;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Bleu;Violet;11;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Turquoise;partage;B2-T6-MODULE-C;23;Non
;5445948;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Rouge][Vert];Non;;;;ZM-4735-4538;CONSTRUITE;FTTH;;;ID-7668100005J6;BATIMENT-9;ESCALIER-B;ETAGE-02;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Rouge;Vert;3;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Vert;partage;B2-T6-MODULE-C;15;Oui
;5458503;[BE-SRO-BPI-7674981-SC-11259413-03][BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN][Rouge][Blanc];Non;;;;ZM-4735-4516;CONSTRUITE;FTTH;;;ID-7668100005CV;BATIMENT-04;ESCALIER-A;ETAGE-RDC;17218;BE-SRO-BPI-7674981-SC-11259413-03;BI-9-JEAN-RICHARD-BLOCH-1 / BE-03 / SOTTEVILLE-LES-ROUEN;Rouge;Blanc;6;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-Bague;Blanc;partage;B2-T6-MODULE-C;18;Oui
;214623;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Blanc];Non;;;;;;;;;;;;;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Blanc;6;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Jaune-2Bagues;Rose;partage;B2-T2-MODULE-B;24;Non
;234727;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Rouge];Non;;;;ZM-1676-2658;CONSTRUITE;FTTH;;;ID-7668100005NZ;BATIMENT-13;ESCALIER-A;ETAGE-01;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Jaune-2Bagues;Orange;partage;B2-T2-MODULE-B;19;Oui
;236305;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Bleu][Jaune];Non;;;;;;;;;;;;;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Bleu;Jaune;10;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Violet-2Bagues;Jaune;partage;B2-T2-MODULE-C;4;Non
;236309;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Violet];Non;;;;;;;;;;;;;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Violet;5;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Jaune-2Bagues;Turquoise;partage;B2-T2-MODULE-B;23;Non
;238943;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Vert];Non;;;;ZM-1676-2636;CONSTRUITE;FTTH;;;ID-7668100005NZ;BATIMENT-13;ESCALIER-A;ETAGE-01;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Vert;3;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Jaune-2Bagues;Marron;partage;B2-T2-MODULE-B;21;Oui
;240761;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Bleu][Rouge];Non;;;;;;;;;;;;;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Bleu;Rouge;7;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Violet-2Bagues;Rouge;partage;B2-T2-MODULE-C;1;Non
;241052;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Bleu][Violet];Non;;;;ZM-1676-2746;CONSTRUITE;FTTH;;;ID-7668100005NZ;BATIMENT-13;ESCALIER-A;ETAGE-02;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Bleu;Violet;11;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Violet-2Bagues;Violet;partage;B2-T2-MODULE-C;5;Oui
;243123;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Bleu][Blanc];Non;;;;;;;;;;;;;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Bleu;Blanc;12;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Violet-2Bagues;Blanc;partage;B2-T2-MODULE-C;6;Non
;260853;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Bleu];Non;;;;ZM-1676-2735;CONSTRUITE;FTTH;;;ID-7668100005NZ;BATIMENT-13;ESCALIER-A;ETAGE-02;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Bleu;2;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Jaune-2Bagues;Gris;partage;B2-T2-MODULE-B;20;Non
;4345497;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Bleu][Vert];Non;;;;;;;;;;;;;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Bleu;Vert;9;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Violet-2Bagues;Vert;partage;B2-T2-MODULE-C;3;Non
;4418303;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Bleu][Bleu];Non;;;;;;;;;;;;;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Bleu;Bleu;8;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Violet-2Bagues;Bleu;partage;B2-T2-MODULE-C;2;Non
;4965594;[BE-SRO-BPI-7674981-SC-11380165-01][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Rouge][Jaune];Non;;;;;;;;;;;;;16638;BE-SRO-BPI-7674981-SC-11380165-01;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Rouge;Jaune;4;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Jaune-2Bagues;Noir;partage;B2-T2-MODULE-B;22;Non
;220404;[BE-SRO-BPI-7674981-SC-11380165-02][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Vert][Violet];Non;;;;ZM-1676-2889;CONSTRUITE;FTTH;;;ID-7668100005NZ;BATIMENT-13;ESCALIER-A;ETAGE-04;16639;BE-SRO-BPI-7674981-SC-11380165-02;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Vert;Violet;5;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Violet-2Bagues;Turquoise;partage;B2-T2-MODULE-C;11;Oui
;235054;[BE-SRO-BPI-7674981-SC-11380165-02][BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN][Vert][Bleu];Non;;;;ZM-1676-2823;CONSTRUITE;FTTH;;;ID-7668100005NZ;BATIMENT-13;ESCALIER-A;ETAGE-03;16639;BE-SRO-BPI-7674981-SC-11380165-02;BPE-223-76681-FT / BE-01-02 / SOTTEVILLE-LES-ROUEN;Vert;Bleu;2;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Violet-2Bagues;Gris;partage;B2-T2-MODULE-C;8;Oui
