typeModification : MODIFICATION/CREATION/SUPPRESSION;id ROP;reference ROP;fibre HS;motif si HS;PTO a creer (oui/non, a preciser en cas de creation de ROP);reference bandeau;reference PTO;statut PTO;type prise;reference prise promoteur;reference logement;id immeuble;reference batiment;reference escalier;reference etage;id PBO;reference PBO;reference cable PBO;couleur tube PBO;couleur fibre PBO;numero fibre tube PBO;numero port PTO;reference PM;reference PMT;localisation PMT;reference cable PM;couleur tube PM;couleur fibre PM;usage operateur;reference module PM;position module PM;client actif
;1891575;[BE-SRO-BPI-7674981-SC-9928551-02][BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN][Vert][Rouge];Non;;;;ZM-6943-4145;CONSTRUITE;FTTH;;;ID-7668100005J2;BATIMENT-07;ESCALIER-A;ETAGE-03;677204;BE-SRO-BPI-7674981-SC-9928551-02;BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN;Vert;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Marron-4Bagues;Blanc;partage;B2-T4-MODULE-E;6;Oui
;1896981;[BE-SRO-BPI-7674981-SC-9928551-02][BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN][Vert][Violet];Non;;;;ZM-6943-4156;CONSTRUITE;FTTH;;;ID-7668100005J2;BATIMENT-07;ESCALIER-A;ETAGE-04;677204;BE-SRO-BPI-7674981-SC-9928551-02;BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN;Vert;Violet;5;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Marron-4Bagues;Noir;partage;B2-T4-MODULE-E;10;Oui
;3930737;[BE-SRO-BPI-7674981-SC-9928551-02][BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN][Jaune][Rouge];Non;;;;ZM-0656-7660;A_CONSTRUIRE;FTTH;;;ID-7668100005J2;BATIMENT-07;ESCALIER-A;ETAGE-04;677204;BE-SRO-BPI-7674981-SC-9928551-02;BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN;Jaune;Rouge;7;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Marron-4Bagues;Rose;partage;B2-T4-MODULE-E;12;Non
;3930952;[BE-SRO-BPI-7674981-SC-9928551-02][BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN][Vert][Jaune];Non;;;;ZM-0656-7539;CONSTRUITE;FTTH;;;ID-7668100005J2;BATIMENT-07;ESCALIER-A;ETAGE-03;677204;BE-SRO-BPI-7674981-SC-9928551-02;BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN;Vert;Jaune;4;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Marron-4Bagues;Marron;partage;B2-T4-MODULE-E;9;Oui
;3949558;[BE-SRO-BPI-7674981-SC-9928551-02][BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN][Jaune][Bleu];Non;;;;ZM-0656-7671;CONSTRUITE;FTTH;;;ID-7668100005J2;BATIMENT-07;ESCALIER-A;ETAGE-04;677204;BE-SRO-BPI-7674981-SC-9928551-02;BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN;Jaune;Bleu;8;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Vert Pale-4Bagues;Rouge;partage;B2-T4-MODULE-E;13;Oui
;3955463;[BE-SRO-BPI-7674981-SC-9928551-02][BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN][Vert][Bleu];Non;;;;ZM-0656-7517;CONSTRUITE;FTTH;;;ID-7668100005J2;BATIMENT-07;ESCALIER-A;ETAGE-03;677204;BE-SRO-BPI-7674981-SC-9928551-02;BPE-216-FT / BE01-02 / SOTTEVILLE-LES-ROUEN;Vert;Bleu;2;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1435-76681-FT / SOTTEVILLE LES ROUEN;Marron-4Bagues;Orange;partage;B2-T4-MODULE-E;7;Non
;4069625;[PBO-SRO-BPI-7674981-14][BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN][Rouge][Jaune];Non;;;;ZM-4817-4280;CONSTRUITE;FTTH;;;ID-76681000005T;HABITATION;HABITATION;HABITATION;690024;PBO-SRO-BPI-7674981-14;BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN;Rouge;Jaune;4;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-2Bagues;Jaune;partage;B2-T7-MODULE-C;16;Oui
;4090792;[PBO-SRO-BPI-7674981-14][BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN][Rouge][Rouge];Non;;;;ZM-0645-5273;CONSTRUITE;FTTH;;;ID-7668100004IR;HABITATION;HABITATION;HABITATION;690024;PBO-SRO-BPI-7674981-14;BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN;Rouge;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-2Bagues;Rouge;partage;B2-T7-MODULE-C;13;Oui
;4091095;[PBO-SRO-BPI-7674981-14][BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN][Rouge][Bleu];Non;;;;ZM-4817-4269;CONSTRUITE;FTTH;;;ID-7668100001FQ;HABITATION;HABITATION;HABITATION;690024;PBO-SRO-BPI-7674981-14;BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN;Rouge;Bleu;2;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-2Bagues;Bleu;partage;B2-T7-MODULE-C;14;Oui
;4096413;[PBO-SRO-BPI-7674981-14][BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN][Rouge][Violet];Non;;;;ZM-0645-5284;CONSTRUITE;FTTH;;;ID-7668100001FQ;HABITATION;HABITATION;HABITATION;690024;PBO-SRO-BPI-7674981-14;BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN;Rouge;Violet;5;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-2Bagues;Violet;partage;B2-T7-MODULE-C;17;Non
;4096427;[PBO-SRO-BPI-7674981-14][BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN][Rouge][Blanc];Non;;;;;;;;;;;;;690024;PBO-SRO-BPI-7674981-14;BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN;Rouge;Blanc;6;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-2Bagues;Blanc;partage;B2-T7-MODULE-C;18;Non
;4096567;[PBO-SRO-BPI-7674981-14][BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN][Rouge][Vert];Non;;;;ZM-0645-5295;CONSTRUITE;FTTH;;;ID-76681000005T;HABITATION;HABITATION;HABITATION;690024;PBO-SRO-BPI-7674981-14;BPE-210-76681-FT /PBO-SRO-BPI-7674981 -14 / SOTTEVILLE LES ROUEN;Rouge;Vert;3;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Blanc-2Bagues;Vert;partage;B2-T7-MODULE-C;15;Non
;3965147;[BE-SRO-BPI-7674981-SC-10771079-04][BI-5-CLAUDINE-GUERIN-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Rouge][Bleu];Non;;;;ZM-1162-4778;CONSTRUITE;FTTH;;;ID-7668100005BH;BATIMENT-9;ESCALIER-A;ETAGE-02;691691;BE-SRO-BPI-7674981-SC-10771079-04;BI-5-CLAUDINE-GUERIN-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Rouge;Bleu;2;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Turquoise-2Bagues;Vert;partage;B2-T7-MODULE-F;3;Non
;4420135;[BE-SRO-BPI-7674981-SC-10771080-05][BI-5-CLAUDINE-GUERIN-1 / BE-05-06 / SOTTEVILLE-LES-ROUEN][Bleu][Rouge];Non;;;;ZM-1162-4877;CONSTRUITE;FTTH;;;ID-7668100005EM;BATIMENT-11;ESCALIER-A;ETAGE-02;756022;BE-SRO-BPI-7674981-SC-10771080-05;BI-5-CLAUDINE-GUERIN-1 / BE-05-06 / SOTTEVILLE-LES-ROUEN;Bleu;Rouge;7;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Rose-2Bagues;Blanc;partage;B2-T7-MODULE-F;18;Non
;3930957;[BE-SRO-BPI-7674981-SC-10875761-01][BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Vert];Non;;;;ZM-1218-1103;CONSTRUITE;FTTH;;;ID-7668100005IO;BATIMENT-17;ESCALIER-A;ETAGE-01;695674;BE-SRO-BPI-7674981-SC-10875761-01;BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Vert;3;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Violet-3Bagues;Vert;partage;B2-T8-MODULE-C;3;Non
;3934619;[BE-SRO-BPI-7674981-SC-10875761-01][BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Blanc];Non;;;;ZM-1218-1125;CONSTRUITE;FTTH;;;ID-7668100005IO;BATIMENT-17;ESCALIER-A;ETAGE-02;695674;BE-SRO-BPI-7674981-SC-10875761-01;BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Blanc;6;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Violet-3Bagues;Blanc;partage;B2-T8-MODULE-C;6;Oui
;3940051;[BE-SRO-BPI-7674981-SC-10875761-01][BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Bleu];Non;;;;ZM-1218-1136;CONSTRUITE;FTTH;;;ID-7668100005IO;BATIMENT-17;ESCALIER-A;ETAGE-RDC;695674;BE-SRO-BPI-7674981-SC-10875761-01;BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Bleu;2;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Violet-3Bagues;Bleu;partage;B2-T8-MODULE-C;2;Oui
;3945453;[BE-SRO-BPI-7674981-SC-10875761-01][BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Violet];Non;;;;ZM-1218-1147;CONSTRUITE;FTTH;;;ID-7668100005IO;BATIMENT-17;ESCALIER-A;ETAGE-02;695674;BE-SRO-BPI-7674981-SC-10875761-01;BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Violet;5;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Violet-3Bagues;Violet;partage;B2-T8-MODULE-C;5;Oui
;3951113;[BE-SRO-BPI-7674981-SC-10875761-01][BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Rouge];Non;;;;ZM-1218-1158;CONSTRUITE;FTTH;;;ID-7668100005IO;BATIMENT-17;ESCALIER-A;ETAGE-RDC;695674;BE-SRO-BPI-7674981-SC-10875761-01;BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Violet-3Bagues;Rouge;partage;B2-T8-MODULE-C;1;Oui
;3954615;[BE-SRO-BPI-7674981-SC-10875761-01][BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Jaune];Non;;;;ZM-1218-1114;CONSTRUITE;FTTH;;;ID-7668100005IO;BATIMENT-17;ESCALIER-A;ETAGE-01;695674;BE-SRO-BPI-7674981-SC-10875761-01;BI-17-CLAUDINE-GUERIN -1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Jaune;4;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Violet-3Bagues;Jaune;partage;B2-T8-MODULE-C;4;Non
;230674;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Bleu][Jaune];Non;;;;ZM-1676-2724;CONSTRUITE;FTTH;;;ID-7668100005BP;BATIMENT-9;ESCALIER-C;ETAGE-02;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Bleu;Jaune;10;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Noir;partage;B2-T6-MODULE-B;22;Non
;337872;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Bleu];Non;;;;ZM-B262-7846;CONSTRUITE;FTTH;;;ID-7668100005BP;BATIMENT-9;ESCALIER-C;ETAGE-RDC;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Bleu;2;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Bleu;partage;B2-T6-MODULE-B;14;Oui
;344319;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Bleu][Blanc];Non;;;;ZM-3264-8627;CONSTRUITE;FTTH;;;ID-7668100005BP;BATIMENT-9;ESCALIER-C;ETAGE-02;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Bleu;Blanc;12;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Rose;partage;B2-T6-MODULE-B;24;Oui
;350100;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Blanc];Non;;;;;;;;;;;;;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Blanc;6;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Blanc;partage;B2-T6-MODULE-B;18;Non
;350358;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Jaune];Non;;;;ZM-B372-8000;CONSTRUITE;FTTH;;;ID-7668100005BP;BATIMENT-9;ESCALIER-C;ETAGE-RDC;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Jaune;4;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Jaune;partage;B2-T6-MODULE-B;16;Oui
;350396;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Violet];Non;;;;ZM-1452-3333;CONSTRUITE;FTTH;;;ID-7668100005BP;BATIMENT-9;ESCALIER-C;ETAGE-RDC;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Violet;5;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Violet;partage;B2-T6-MODULE-B;17;Oui
;359280;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Rouge];Non;;;;ZM-1452-3300;CONSTRUITE;FTTH;;;ID-7668100005BP;BATIMENT-9;ESCALIER-C;ETAGE-02;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Rouge;partage;B2-T6-MODULE-B;13;Oui
;4336437;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Bleu][Rouge];Non;;;;;;;;;;;;;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Bleu;Rouge;7;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Orange;partage;B2-T6-MODULE-B;19;Non
;4339552;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Bleu][Violet];Non;;;;;;;;;;;;;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Bleu;Violet;11;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Turquoise;partage;B2-T6-MODULE-B;23;Non
;4339567;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Bleu][Vert];Non;;;;ZM-1452-3256;CONSTRUITE;FTTH;;;ID-7668100005BP;BATIMENT-9;ESCALIER-C;ETAGE-02;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Bleu;Vert;9;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Marron;partage;B2-T6-MODULE-B;21;Non
;4347510;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Rouge][Vert];Non;;;;;;;;;;;;;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Rouge;Vert;3;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Vert;partage;B2-T6-MODULE-B;15;Non
;4365149;[BE-SRO-BPI-7674981-SC-11259412-01][BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN][Bleu][Bleu];Non;;;;;;;;;;;;;750060;BE-SRO-BPI-7674981-SC-11259412-01;BI-9-JEAN-RICHARD-BLOCH-1 / BE-01 / SOTTEVILLE-LES-ROUEN;Bleu;Bleu;8;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Jaune-Bague;Gris;partage;B2-T6-MODULE-B;20;Non
;4355408;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Bleu][Blanc];Non;;;;ZM-1452-3289;CONSTRUITE;FTTH;;;ID-7668100005PY;BATIMENT-9;ESCALIER-A;ETAGE-02;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Bleu;Blanc;12;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Rose;partage;B2-T6-MODULE-D;12;Oui
;4410688;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Rouge][Blanc];Non;;;;;;;;;;;;;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Rouge;Blanc;6;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Blanc;partage;B2-T6-MODULE-D;6;Non
;4415626;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Bleu][Jaune];Non;;;;ZM-1452-3674;CONSTRUITE;FTTH;;;ID-7668100005PY;BATIMENT-9;ESCALIER-A;ETAGE-02;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Bleu;Jaune;10;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Noir;partage;B2-T6-MODULE-D;10;Oui
;4415648;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Rouge][Bleu];Non;;;;;;;;;;;;;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Rouge;Bleu;2;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Bleu;partage;B2-T6-MODULE-D;2;Non
;4418059;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Bleu][Rouge];Non;;;;;;;;;;;;;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Bleu;Rouge;7;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Orange;partage;B2-T6-MODULE-D;7;Non
;4421078;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Bleu][Violet];Non;;;;ZM-1452-3663;CONSTRUITE;FTTH;;;ID-7668100005PY;BATIMENT-9;ESCALIER-A;ETAGE-02;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Bleu;Violet;11;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Turquoise;partage;B2-T6-MODULE-D;11;Oui
;4427526;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Bleu][Bleu];Non;;;;;;;;;;;;;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Bleu;Bleu;8;;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Gris;partage;B2-T6-MODULE-D;8;Non
;4431712;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Bleu][Vert];Non;;;;ZM-1452-3608;CONSTRUITE;FTTH;;;ID-7668100005PY;BATIMENT-9;ESCALIER-A;ETAGE-RDC;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Bleu;Vert;9;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Marron;partage;B2-T6-MODULE-D;9;Oui
;4437156;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Rouge][Vert];Non;;;;ZM-1452-3586;CONSTRUITE;FTTH;;;ID-7668100005PY;BATIMENT-9;ESCALIER-A;ETAGE-01;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Rouge;Vert;3;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Vert;partage;B2-T6-MODULE-D;3;Oui
;4437186;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Rouge][Violet];Non;;;;ZM-1452-3652;CONSTRUITE;FTTH;;;ID-7668100005PY;BATIMENT-9;ESCALIER-A;ETAGE-02;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Rouge;Violet;5;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Violet;partage;B2-T6-MODULE-D;5;Non
;4441113;[BE-SRO-BPI-7674981-SC-11259414-04][BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN][Rouge][Rouge];Non;;;;ZM-1452-3575;CONSTRUITE;FTTH;;;ID-7668100005PY;BATIMENT-9;ESCALIER-A;ETAGE-01;755794;BE-SRO-BPI-7674981-SC-11259414-04;BI-9-JEAN-RICHARD-BLOCH-1 / BE-04 / SOTTEVILLE-LES-ROUEN;Rouge;Rouge;1;1;SRO-BPI-7674981;;;ARM-1039410 / BPE-1429-76681-FT / SOTTEVILLE LES ROUEN;Orange-Bague;Rouge;partage;B2-T6-MODULE-D;1;Non
